USO2013,TU,DC,M,UL,Month,Year,Consumption
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,863,5,10,15
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,863,6,10,14
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,863,7,10,14
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,863,8,10,14
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,863,9,10,14
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,863,10,10,13
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,863,11,10,14
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,863,12,10,13
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,863,1,11,13
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,863,2,11,13
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,863,3,11,13
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,863,4,11,13
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,863,5,11,13
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,863,6,11,12
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,863,7,11,12
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,863,8,11,12
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,863,9,11,12
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,863,10,11,11
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,863,11,11,11
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,863,12,11,11
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,863,1,12,0
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,863,2,12,10
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,863,3,12,12
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,863,4,12,13
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,863,5,12,13
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,863,6,12,19
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,863,7,12,11
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,863,8,12,13
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,863,9,12,11
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,863,10,12,10
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,863,11,12,14
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,863,12,12,10
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,863,1,13,11
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,863,2,13,10
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,863,3,13,8
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,863,4,13,12
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,863,5,13,11
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,863,6,13,11
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,863,7,13,11
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,863,8,13,12
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,863,9,13,11
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,863,10,13,10
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,863,11,13,12
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,863,12,13,21
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,863,1,14,23
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,863,2,14,13
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,863,3,14,13
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,863,4,14,13
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,863,5,14,14
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,863,6,14,18
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,863,7,14,16
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,863,8,14,16
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,863,9,14,17
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,863,10,14,12
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,863,11,14,19
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,863,12,14,21
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,863,1,15,16
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,863,2,15,44
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,863,3,15,33
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,863,4,15,43
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,863,5,15,43
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,863,6,15,58
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,863,7,15,44
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,863,8,15,21
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,863,9,15,22
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,863,10,15,20
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,863,11,15,21
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,863,12,15,17
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,893,1,9,17
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,893,2,9,17
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,893,3,9,23
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,893,4,9,23
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,893,5,9,22
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,893,6,9,17
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,893,7,9,25
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,893,8,9,18
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,893,9,9,20
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,893,10,9,15
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,893,11,9,14
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,893,12,9,9
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,893,1,10,10
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,893,2,10,13
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,893,3,10,14
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,893,4,10,21
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,893,5,10,12
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,893,6,10,16
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,893,7,10,12
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,893,8,10,24
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,893,9,10,19
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,893,10,10,13
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,893,11,10,20
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,893,12,10,16
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,893,1,11,18
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,893,2,11,18
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,893,3,11,17
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,893,4,11,17
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,893,5,11,17
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,893,6,11,17
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,893,7,11,17
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,893,8,11,17
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,893,9,11,16
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,893,10,11,16
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,893,11,11,16
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,893,12,11,16
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,893,1,12,0
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,893,2,12,21
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,893,3,12,21
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,893,4,12,21
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,893,5,12,22
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,893,6,12,24
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,893,7,12,35
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,893,8,12,17
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,893,9,12,15
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,893,10,12,25
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,893,11,12,20
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,893,12,12,15
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,893,1,13,12
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,893,2,13,17
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,893,3,13,13
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,893,4,13,18
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,893,5,13,18
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,893,6,13,18
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,893,7,13,18
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,893,8,13,17
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,893,9,13,19
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,893,10,13,14
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,893,11,13,16
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,893,12,13,15
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,893,1,14,19
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,893,2,14,18
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,893,3,14,16
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,893,4,14,21
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,893,5,14,16
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,893,6,14,21
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,893,7,14,24
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,893,8,14,23
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,893,9,14,19
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,893,10,14,14
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,893,11,14,16
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,893,12,14,13
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,893,1,15,13
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,893,2,15,10
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,893,3,15,14
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,893,4,15,17
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,893,5,15,15
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,893,6,15,18
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,893,7,15,20
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,893,8,15,20
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,893,9,15,20
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,893,10,15,29
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,893,11,15,32
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,893,12,15,20
H3,SOCIAL,0.5,Cicasa NG 1/2,441,1,9,20
H3,SOCIAL,0.5,Cicasa NG 1/2,441,2,9,20
H3,SOCIAL,0.5,Cicasa NG 1/2,441,3,9,20
H3,SOCIAL,0.5,Cicasa NG 1/2,441,4,9,20
H3,SOCIAL,0.5,Cicasa NG 1/2,441,5,9,20
H3,SOCIAL,0.5,Cicasa NG 1/2,441,6,9,20
H3,SOCIAL,0.5,Cicasa NG 1/2,441,7,9,20
H3,SOCIAL,0.5,Cicasa NG 1/2,441,8,9,20
H3,SOCIAL,0.5,Cicasa NG 1/2,441,9,9,20
H3,SOCIAL,0.5,Cicasa NG 1/2,441,10,9,20
H3,SOCIAL,0.5,Cicasa NG 1/2,441,11,9,20
H3,SOCIAL,0.5,Cicasa NG 1/2,441,12,9,62
H3,SOCIAL,0.5,Cicasa NG 1/2,441,1,10,39
H3,SOCIAL,0.5,Cicasa NG 1/2,441,2,10,6
H3,SOCIAL,0.5,Cicasa NG 1/2,441,3,10,10
H3,SOCIAL,0.5,Cicasa NG 1/2,441,4,10,18
H3,SOCIAL,0.5,Cicasa NG 1/2,441,5,10,19
H3,SOCIAL,0.5,Cicasa NG 1/2,441,6,10,13
H3,SOCIAL,0.5,Cicasa NG 1/2,441,7,10,11
H3,SOCIAL,0.5,Cicasa NG 1/2,441,8,10,13
H3,SOCIAL,0.5,Cicasa NG 1/2,441,9,10,9
H3,SOCIAL,0.5,Cicasa NG 1/2,441,10,10,7
H3,SOCIAL,0.5,Cicasa NG 1/2,441,11,10,8
H3,SOCIAL,0.5,Cicasa NG 1/2,441,12,10,7
H3,SOCIAL,0.5,Cicasa NG 1/2,441,1,11,10
H3,SOCIAL,0.5,Cicasa NG 1/2,441,2,11,8
H3,SOCIAL,0.5,Cicasa NG 1/2,441,3,11,6
H3,SOCIAL,0.5,Cicasa NG 1/2,441,4,11,7
H3,SOCIAL,0.5,Cicasa NG 1/2,441,5,11,10
H3,SOCIAL,0.5,Cicasa NG 1/2,441,6,11,10
H3,SOCIAL,0.5,Cicasa NG 1/2,441,7,11,14
H3,SOCIAL,0.5,Cicasa NG 1/2,441,8,11,14
H3,SOCIAL,0.5,Cicasa NG 1/2,441,9,11,16
H3,SOCIAL,0.5,Cicasa NG 1/2,441,10,11,17
H3,SOCIAL,0.5,Cicasa NG 1/2,441,11,11,10
H3,SOCIAL,0.5,Cicasa NG 1/2,441,12,11,6
H3,SOCIAL,0.5,Cicasa NG 1/2,441,1,12,8
H3,SOCIAL,0.5,Cicasa NG 1/2,441,2,12,9
H3,SOCIAL,0.5,Cicasa NG 1/2,441,3,12,10
H3,SOCIAL,0.5,Cicasa NG 1/2,441,4,12,11
H3,SOCIAL,0.5,Cicasa NG 1/2,441,5,12,12
H3,SOCIAL,0.5,Cicasa NG 1/2,441,6,12,16
H3,SOCIAL,0.5,Cicasa NG 1/2,441,7,12,14
H3,SOCIAL,0.5,Cicasa NG 1/2,441,8,12,10
H3,SOCIAL,0.5,Cicasa NG 1/2,441,9,12,7
H3,SOCIAL,0.5,Cicasa NG 1/2,441,10,12,11
H3,SOCIAL,0.5,Cicasa NG 1/2,441,11,12,11
H3,SOCIAL,0.5,Cicasa NG 1/2,441,12,12,11
H3,SOCIAL,0.5,Cicasa NG 1/2,441,1,13,0
H3,SOCIAL,0.5,Cicasa NG 1/2,441,2,13,0
H3,SOCIAL,0.5,Cicasa NG 1/2,441,3,13,0
H3,SOCIAL,0.5,Cicasa NG 1/2,441,4,13,0
H3,SOCIAL,0.5,Cicasa NG 1/2,441,5,13,0
H3,SOCIAL,0.5,Cicasa NG 1/2,441,6,13,0
H3,SOCIAL,0.5,Cicasa NG 1/2,441,7,13,0
H3,SOCIAL,0.5,Cicasa NG 1/2,441,8,13,4
H3,SOCIAL,0.5,Cicasa NG 1/2,441,9,13,4
H3,SOCIAL,0.5,Cicasa NG 1/2,441,10,13,4
H3,SOCIAL,0.5,Cicasa NG 1/2,441,11,13,4
H3,SOCIAL,0.5,Cicasa NG 1/2,441,12,13,4
H3,SOCIAL,0.5,Cicasa NG 1/2,441,1,14,3
H3,SOCIAL,0.5,Cicasa NG 1/2,441,2,14,10
H3,SOCIAL,0.5,Cicasa NG 1/2,441,3,14,0
H3,SOCIAL,0.5,Cicasa NG 1/2,441,4,14,0
H3,SOCIAL,0.5,Cicasa NG 1/2,441,5,14,0
H3,SOCIAL,0.5,Cicasa NG 1/2,441,6,14,0
H3,SOCIAL,0.5,Cicasa NG 1/2,441,7,14,2
H3,SOCIAL,0.5,Cicasa NG 1/2,441,8,14,0
H3,SOCIAL,0.5,Cicasa NG 1/2,441,9,14,1
H3,SOCIAL,0.5,Cicasa NG 1/2,441,10,14,10
H3,SOCIAL,0.5,Cicasa NG 1/2,441,11,14,10
H3,SOCIAL,0.5,Cicasa NG 1/2,441,12,14,10
H3,SOCIAL,0.5,Cicasa NG 1/2,441,1,15,10
H3,SOCIAL,0.5,Cicasa NG 1/2,441,2,15,6
H3,SOCIAL,0.5,Cicasa NG 1/2,441,3,15,4
H3,SOCIAL,0.5,Cicasa NG 1/2,441,4,15,1
H3,SOCIAL,0.5,Cicasa NG 1/2,441,5,15,5
H3,SOCIAL,0.5,Cicasa NG 1/2,441,6,15,5
H3,SOCIAL,0.5,Cicasa NG 1/2,441,7,15,5
H3,SOCIAL,0.5,Cicasa NG 1/2,441,8,15,6
H3,SOCIAL,0.5,Cicasa NG 1/2,441,9,15,6
H3,SOCIAL,0.5,Cicasa NG 1/2,441,10,15,6
H3,SOCIAL,0.5,Cicasa NG 1/2,441,11,15,6
H3,SOCIAL,0.5,Cicasa NG 1/2,441,12,15,6
H3,DOMESTICO RESIDENCIAL,0.5,MSDELAUNET,56,1,9,20
H3,DOMESTICO RESIDENCIAL,0.5,MSDELAUNET,56,2,9,20
H3,DOMESTICO RESIDENCIAL,0.5,MSDELAUNET,56,3,9,20
H3,DOMESTICO RESIDENCIAL,0.5,MSDELAUNET,56,4,9,20
H3,DOMESTICO RESIDENCIAL,0.5,MSDELAUNET,56,5,9,20
H3,DOMESTICO RESIDENCIAL,0.5,MSDELAUNET,56,6,9,20
H3,DOMESTICO RESIDENCIAL,0.5,MSDELAUNET,56,7,9,20
H3,DOMESTICO RESIDENCIAL,0.5,MSDELAUNET,56,8,9,20
H3,DOMESTICO RESIDENCIAL,0.5,MSDELAUNET,56,9,9,20
H3,DOMESTICO RESIDENCIAL,0.5,MSDELAUNET,56,10,9,20
H3,DOMESTICO RESIDENCIAL,0.5,MSDELAUNET,56,11,9,20
H3,DOMESTICO RESIDENCIAL,0.5,MSDELAUNET,56,12,9,20
H3,DOMESTICO RESIDENCIAL,0.5,MSDELAUNET,56,1,10,20
H3,DOMESTICO RESIDENCIAL,0.5,MSDELAUNET,56,2,10,20
H3,DOMESTICO RESIDENCIAL,0.5,MSDELAUNET,56,3,10,20
H3,DOMESTICO RESIDENCIAL,0.5,MSDELAUNET,56,4,10,20
H3,DOMESTICO RESIDENCIAL,0.5,MSDELAUNET,56,5,10,20
H3,DOMESTICO RESIDENCIAL,0.5,MSDELAUNET,56,6,10,20
H3,DOMESTICO RESIDENCIAL,0.5,MSDELAUNET,56,7,10,20
H3,DOMESTICO RESIDENCIAL,0.5,MSDELAUNET,56,8,10,20
H3,DOMESTICO RESIDENCIAL,0.5,MSDELAUNET,56,9,10,20
H3,DOMESTICO RESIDENCIAL,0.5,MSDELAUNET,56,10,10,20
H3,DOMESTICO RESIDENCIAL,0.5,MSDELAUNET,56,11,10,20
H3,DOMESTICO RESIDENCIAL,0.5,MSDELAUNET,56,12,10,20
H3,DOMESTICO RESIDENCIAL,0.5,MSDELAUNET,56,1,11,20
H3,DOMESTICO RESIDENCIAL,0.5,MSDELAUNET,56,2,11,20
H3,DOMESTICO RESIDENCIAL,0.5,MSDELAUNET,56,3,11,20
H3,DOMESTICO RESIDENCIAL,0.5,MSDELAUNET,56,4,11,20
H3,DOMESTICO RESIDENCIAL,0.5,MSDELAUNET,56,5,11,20
H3,DOMESTICO RESIDENCIAL,0.5,MSDELAUNET,56,6,11,20
H3,DOMESTICO RESIDENCIAL,0.5,MSDELAUNET,56,7,11,20
H3,DOMESTICO RESIDENCIAL,0.5,MSDELAUNET,56,8,11,20
H3,DOMESTICO RESIDENCIAL,0.5,MSDELAUNET,56,9,11,20
H3,DOMESTICO RESIDENCIAL,0.5,MSDELAUNET,56,10,11,20
H3,DOMESTICO RESIDENCIAL,0.5,MSDELAUNET,56,11,11,20
H3,DOMESTICO RESIDENCIAL,0.5,MSDELAUNET,56,12,11,20
H3,DOMESTICO RESIDENCIAL,0.5,MSDELAUNET,56,1,12,20
H3,DOMESTICO RESIDENCIAL,0.5,MSDELAUNET,56,2,12,20
H3,DOMESTICO RESIDENCIAL,0.5,MSDELAUNET,56,3,12,20
H3,DOMESTICO RESIDENCIAL,0.5,MSDELAUNET,56,4,12,20
H3,DOMESTICO RESIDENCIAL,0.5,MSDELAUNET,56,5,12,20
H3,DOMESTICO RESIDENCIAL,0.5,MSDELAUNET,56,6,12,20
H3,DOMESTICO RESIDENCIAL,0.5,MSDELAUNET,56,7,12,20
H3,DOMESTICO RESIDENCIAL,0.5,MSDELAUNET,56,8,12,20
H3,DOMESTICO RESIDENCIAL,0.5,MSDELAUNET,56,9,12,20
H3,DOMESTICO RESIDENCIAL,0.5,MSDELAUNET,56,10,12,20
H3,DOMESTICO RESIDENCIAL,0.5,MSDELAUNET,56,11,12,20
H3,DOMESTICO RESIDENCIAL,0.5,MSDELAUNET,56,12,12,20
H3,DOMESTICO RESIDENCIAL,0.5,MSDELAUNET,56,1,13,20
H3,DOMESTICO RESIDENCIAL,0.5,MSDELAUNET,56,2,13,20
H3,DOMESTICO RESIDENCIAL,0.5,MSDELAUNET,56,3,13,20
H3,DOMESTICO RESIDENCIAL,0.5,MSDELAUNET,56,4,13,20
H3,DOMESTICO RESIDENCIAL,0.5,MSDELAUNET,56,5,13,20
H3,DOMESTICO RESIDENCIAL,0.5,MSDELAUNET,56,6,13,20
H3,DOMESTICO RESIDENCIAL,0.5,MSDELAUNET,56,7,13,20
H3,DOMESTICO RESIDENCIAL,0.5,MSDELAUNET,56,8,13,24
H3,DOMESTICO RESIDENCIAL,0.5,MSDELAUNET,56,9,13,24
H3,DOMESTICO RESIDENCIAL,0.5,MSDELAUNET,56,10,13,24
H3,DOMESTICO RESIDENCIAL,0.5,MSDELAUNET,56,11,13,2
H3,DOMESTICO RESIDENCIAL,0.5,MSDELAUNET,56,12,13,24
H3,DOMESTICO RESIDENCIAL,0.5,MSDELAUNET,56,1,14,24
H3,DOMESTICO RESIDENCIAL,0.5,MSDELAUNET,56,2,14,24
H3,DOMESTICO RESIDENCIAL,0.5,MSDELAUNET,56,3,14,0
H3,DOMESTICO RESIDENCIAL,0.5,MSDELAUNET,56,4,14,15
H3,DOMESTICO RESIDENCIAL,0.5,MSDELAUNET,56,5,14,15
H3,DOMESTICO RESIDENCIAL,0.5,MSDELAUNET,56,6,14,20
H3,DOMESTICO RESIDENCIAL,0.5,MSDELAUNET,56,7,14,20
H3,DOMESTICO RESIDENCIAL,0.5,MSDELAUNET,56,8,14,20
H3,DOMESTICO RESIDENCIAL,0.5,MSDELAUNET,56,9,14,20
H3,DOMESTICO RESIDENCIAL,0.5,MSDELAUNET,56,10,14,20
H3,DOMESTICO RESIDENCIAL,0.5,MSDELAUNET,56,11,14,20
H3,DOMESTICO RESIDENCIAL,0.5,MSDELAUNET,56,12,14,20
H3,DOMESTICO RESIDENCIAL,0.5,MSDELAUNET,56,1,15,20
H3,DOMESTICO RESIDENCIAL,0.5,MSDELAUNET,56,2,15,20
H3,DOMESTICO RESIDENCIAL,0.5,MSDELAUNET,56,3,15,20
H3,DOMESTICO RESIDENCIAL,0.5,MSDELAUNET,56,4,15,20
H3,DOMESTICO RESIDENCIAL,0.5,MSDELAUNET,56,5,15,20
H3,DOMESTICO RESIDENCIAL,0.5,MSDELAUNET,56,6,15,20
H3,DOMESTICO RESIDENCIAL,0.5,MSDELAUNET,56,7,15,20
H3,DOMESTICO RESIDENCIAL,0.5,MSDELAUNET,56,8,15,20
H3,DOMESTICO RESIDENCIAL,0.5,MSDELAUNET,56,9,15,20
H3,DOMESTICO RESIDENCIAL,0.5,MSDELAUNET,56,10,15,18
H3,DOMESTICO RESIDENCIAL,0.5,MSDELAUNET,56,11,15,20
H3,DOMESTICO RESIDENCIAL,0.5,MSDELAUNET,56,12,15,20
H3,DOMESTICO RESIDENCIAL,0.5,MSDELAUNET,137,1,9,15
H3,DOMESTICO RESIDENCIAL,0.5,MSDELAUNET,137,2,9,15
H3,DOMESTICO RESIDENCIAL,0.5,MSDELAUNET,137,3,9,15
H3,DOMESTICO RESIDENCIAL,0.5,MSDELAUNET,137,4,9,15
H3,DOMESTICO RESIDENCIAL,0.5,MSDELAUNET,137,5,9,15
H3,DOMESTICO RESIDENCIAL,0.5,MSDELAUNET,137,6,9,15
H3,DOMESTICO RESIDENCIAL,0.5,MSDELAUNET,137,7,9,15
H3,DOMESTICO RESIDENCIAL,0.5,MSDELAUNET,137,8,9,15
H3,DOMESTICO RESIDENCIAL,0.5,MSDELAUNET,137,9,9,15
H3,DOMESTICO RESIDENCIAL,0.5,MSDELAUNET,137,10,9,15
H3,DOMESTICO RESIDENCIAL,0.5,MSDELAUNET,137,11,9,15
H3,DOMESTICO RESIDENCIAL,0.5,MSDELAUNET,137,12,9,15
H3,DOMESTICO RESIDENCIAL,0.5,MSDELAUNET,137,1,10,15
H3,DOMESTICO RESIDENCIAL,0.5,MSDELAUNET,137,2,10,15
H3,DOMESTICO RESIDENCIAL,0.5,MSDELAUNET,137,3,10,15
H3,DOMESTICO RESIDENCIAL,0.5,MSDELAUNET,137,4,10,15
H3,DOMESTICO RESIDENCIAL,0.5,MSDELAUNET,137,5,10,15
H3,DOMESTICO RESIDENCIAL,0.5,MSDELAUNET,137,6,10,15
H3,DOMESTICO RESIDENCIAL,0.5,MSDELAUNET,137,7,10,15
H3,DOMESTICO RESIDENCIAL,0.5,MSDELAUNET,137,8,10,15
H3,DOMESTICO RESIDENCIAL,0.5,MSDELAUNET,137,9,10,15
H3,DOMESTICO RESIDENCIAL,0.5,MSDELAUNET,137,10,10,15
H3,DOMESTICO RESIDENCIAL,0.5,MSDELAUNET,137,11,10,15
H3,DOMESTICO RESIDENCIAL,0.5,MSDELAUNET,137,12,10,15
H3,DOMESTICO RESIDENCIAL,0.5,MSDELAUNET,137,1,11,15
H3,DOMESTICO RESIDENCIAL,0.5,MSDELAUNET,137,2,11,15
H3,DOMESTICO RESIDENCIAL,0.5,MSDELAUNET,137,3,11,15
H3,DOMESTICO RESIDENCIAL,0.5,MSDELAUNET,137,4,11,15
H3,DOMESTICO RESIDENCIAL,0.5,MSDELAUNET,137,5,11,15
H3,DOMESTICO RESIDENCIAL,0.5,MSDELAUNET,137,6,11,15
H3,DOMESTICO RESIDENCIAL,0.5,MSDELAUNET,137,7,11,15
H3,DOMESTICO RESIDENCIAL,0.5,MSDELAUNET,137,8,11,15
H3,DOMESTICO RESIDENCIAL,0.5,MSDELAUNET,137,9,11,15
H3,DOMESTICO RESIDENCIAL,0.5,MSDELAUNET,137,10,11,15
H3,DOMESTICO RESIDENCIAL,0.5,MSDELAUNET,137,11,11,15
H3,DOMESTICO RESIDENCIAL,0.5,MSDELAUNET,137,12,11,15
H3,DOMESTICO RESIDENCIAL,0.5,MSDELAUNET,137,1,12,15
H3,DOMESTICO RESIDENCIAL,0.5,MSDELAUNET,137,2,12,15
