USO2013,TU,DC,M,UL,Month,Year,Consumption
H3,DOMESTICO MEDIO,0.5,MSDELAUNET,197,1,9,20
H3,DOMESTICO MEDIO,0.5,MSDELAUNET,197,2,9,20
H3,DOMESTICO MEDIO,0.5,MSDELAUNET,197,3,9,20
H3,DOMESTICO MEDIO,0.5,MSDELAUNET,197,4,9,20
H3,DOMESTICO MEDIO,0.5,MSDELAUNET,197,5,9,20
H3,DOMESTICO MEDIO,0.5,MSDELAUNET,197,6,9,20
H3,DOMESTICO MEDIO,0.5,MSDELAUNET,197,7,9,20
H3,DOMESTICO MEDIO,0.5,MSDELAUNET,197,8,9,20
H3,DOMESTICO MEDIO,0.5,MSDELAUNET,197,9,9,20
H3,DOMESTICO MEDIO,0.5,MSDELAUNET,197,10,9,20
H3,DOMESTICO MEDIO,0.5,MSDELAUNET,197,11,9,20
H3,DOMESTICO MEDIO,0.5,MSDELAUNET,197,12,9,20
H3,DOMESTICO MEDIO,0.5,MSDELAUNET,197,1,10,20
H3,DOMESTICO MEDIO,0.5,MSDELAUNET,197,2,10,20
H3,DOMESTICO MEDIO,0.5,MSDELAUNET,197,3,10,20
H3,DOMESTICO MEDIO,0.5,MSDELAUNET,197,4,10,20
H3,DOMESTICO MEDIO,0.5,MSDELAUNET,197,5,10,20
H3,DOMESTICO MEDIO,0.5,MSDELAUNET,197,6,10,20
H3,DOMESTICO MEDIO,0.5,MSDELAUNET,197,7,10,20
H3,DOMESTICO MEDIO,0.5,MSDELAUNET,197,8,10,20
H3,DOMESTICO MEDIO,0.5,MSDELAUNET,197,9,10,20
H3,DOMESTICO MEDIO,0.5,MSDELAUNET,197,10,10,20
H3,DOMESTICO MEDIO,0.5,MSDELAUNET,197,11,10,20
H3,DOMESTICO MEDIO,0.5,MSDELAUNET,197,12,10,20
H3,DOMESTICO MEDIO,0.5,MSDELAUNET,197,1,11,20
H3,DOMESTICO MEDIO,0.5,MSDELAUNET,197,2,11,20
H3,DOMESTICO MEDIO,0.5,MSDELAUNET,197,3,11,20
H3,DOMESTICO MEDIO,0.5,MSDELAUNET,197,4,11,20
H3,DOMESTICO MEDIO,0.5,MSDELAUNET,197,5,11,20
H3,DOMESTICO MEDIO,0.5,MSDELAUNET,197,6,11,10
H3,DOMESTICO MEDIO,0.5,MSDELAUNET,197,7,11,10
H3,DOMESTICO MEDIO,0.5,MSDELAUNET,197,8,11,10
H3,DOMESTICO MEDIO,0.5,MSDELAUNET,197,9,11,10
H3,DOMESTICO MEDIO,0.5,MSDELAUNET,197,10,11,10
H3,DOMESTICO MEDIO,0.5,MSDELAUNET,197,11,11,10
H3,DOMESTICO MEDIO,0.5,MSDELAUNET,197,12,11,10
H3,DOMESTICO MEDIO,0.5,MSDELAUNET,197,1,12,10
H3,DOMESTICO MEDIO,0.5,MSDELAUNET,197,2,12,10
H3,DOMESTICO MEDIO,0.5,MSDELAUNET,197,3,12,10
H3,DOMESTICO MEDIO,0.5,MSDELAUNET,197,4,12,10
H3,DOMESTICO MEDIO,0.5,MSDELAUNET,197,5,12,10
H3,DOMESTICO MEDIO,0.5,MSDELAUNET,197,6,12,10
H3,DOMESTICO MEDIO,0.5,MSDELAUNET,197,7,12,10
H3,DOMESTICO MEDIO,0.5,MSDELAUNET,197,8,12,10
H3,DOMESTICO MEDIO,0.5,MSDELAUNET,197,9,12,10
H3,DOMESTICO MEDIO,0.5,MSDELAUNET,197,10,12,10
H3,DOMESTICO MEDIO,0.5,MSDELAUNET,197,11,12,10
H3,DOMESTICO MEDIO,0.5,MSDELAUNET,197,12,12,10
H3,DOMESTICO MEDIO,0.5,MSDELAUNET,197,1,13,10
H3,DOMESTICO MEDIO,0.5,MSDELAUNET,197,2,13,10
H3,DOMESTICO MEDIO,0.5,MSDELAUNET,197,3,13,10
H3,DOMESTICO MEDIO,0.5,MSDELAUNET,197,4,13,10
H3,DOMESTICO MEDIO,0.5,MSDELAUNET,197,5,13,10
H3,DOMESTICO MEDIO,0.5,MSDELAUNET,197,6,13,10
H3,DOMESTICO MEDIO,0.5,MSDELAUNET,197,7,13,10
H3,DOMESTICO MEDIO,0.5,MSDELAUNET,197,8,13,24
H3,DOMESTICO MEDIO,0.5,MSDELAUNET,197,9,13,24
H3,DOMESTICO MEDIO,0.5,MSDELAUNET,197,10,13,24
H3,DOMESTICO MEDIO,0.5,MSDELAUNET,197,11,13,24
H3,DOMESTICO MEDIO,0.5,MSDELAUNET,197,12,13,1
H3,DOMESTICO MEDIO,0.5,MSDELAUNET,197,1,14,17
H3,DOMESTICO MEDIO,0.5,MSDELAUNET,197,2,14,0
H3,DOMESTICO MEDIO,0.5,MSDELAUNET,197,3,14,14
H3,DOMESTICO MEDIO,0.5,MSDELAUNET,197,4,14,0
H3,DOMESTICO MEDIO,0.5,MSDELAUNET,197,5,14,1
H3,DOMESTICO MEDIO,0.5,MSDELAUNET,197,6,14,1
H3,DOMESTICO MEDIO,0.5,MSDELAUNET,197,7,14,0
H3,DOMESTICO MEDIO,0.5,MSDELAUNET,197,8,14,1
H3,DOMESTICO MEDIO,0.5,MSDELAUNET,197,9,14,1
H3,DOMESTICO MEDIO,0.5,MSDELAUNET,197,10,14,2
H3,DOMESTICO MEDIO,0.5,MSDELAUNET,197,11,14,0
H3,DOMESTICO MEDIO,0.5,MSDELAUNET,197,12,14,0
H3,DOMESTICO MEDIO,0.5,MSDELAUNET,197,1,15,0
H3,DOMESTICO MEDIO,0.5,MSDELAUNET,197,2,15,0
H3,DOMESTICO MEDIO,0.5,MSDELAUNET,197,3,15,2
H3,DOMESTICO MEDIO,0.5,MSDELAUNET,197,4,15,1
H3,DOMESTICO MEDIO,0.5,MSDELAUNET,197,5,15,2
H3,DOMESTICO MEDIO,0.5,MSDELAUNET,197,6,15,1
H3,DOMESTICO MEDIO,0.5,MSDELAUNET,197,7,15,7
H3,DOMESTICO MEDIO,0.5,MSDELAUNET,197,8,15,7
H3,DOMESTICO MEDIO,0.5,MSDELAUNET,197,9,15,42
H3,DOMESTICO MEDIO,0.5,MSDELAUNET,197,10,15,27
H3,DOMESTICO MEDIO,0.5,MSDELAUNET,197,11,15,22
H3,DOMESTICO MEDIO,0.5,MSDELAUNET,197,12,15,21
H3,DOMESTICO RESIDENCIAL,0.5,CICASA MMD-15 S,702,1,9,30
H3,DOMESTICO RESIDENCIAL,0.5,CICASA MMD-15 S,702,2,9,10
H3,DOMESTICO RESIDENCIAL,0.5,CICASA MMD-15 S,702,3,9,30
H3,DOMESTICO RESIDENCIAL,0.5,CICASA MMD-15 S,702,4,9,20
H3,DOMESTICO RESIDENCIAL,0.5,CICASA MMD-15 S,702,5,9,30
H3,DOMESTICO RESIDENCIAL,0.5,CICASA MMD-15 S,702,6,9,30
H3,DOMESTICO RESIDENCIAL,0.5,CICASA MMD-15 S,702,7,9,30
H3,DOMESTICO RESIDENCIAL,0.5,CICASA MMD-15 S,702,8,9,30
H3,DOMESTICO RESIDENCIAL,0.5,CICASA MMD-15 S,702,9,9,30
H3,DOMESTICO RESIDENCIAL,0.5,CICASA MMD-15 S,702,10,9,30
H3,DOMESTICO RESIDENCIAL,0.5,CICASA MMD-15 S,702,11,9,30
H3,DOMESTICO RESIDENCIAL,0.5,CICASA MMD-15 S,702,12,9,30
H3,DOMESTICO RESIDENCIAL,0.5,CICASA MMD-15 S,702,1,10,30
H3,DOMESTICO RESIDENCIAL,0.5,CICASA MMD-15 S,702,2,10,30
H3,DOMESTICO RESIDENCIAL,0.5,CICASA MMD-15 S,702,3,10,30
H3,DOMESTICO RESIDENCIAL,0.5,CICASA MMD-15 S,702,4,10,30
H3,DOMESTICO RESIDENCIAL,0.5,CICASA MMD-15 S,702,5,10,30
H3,DOMESTICO RESIDENCIAL,0.5,CICASA MMD-15 S,702,6,10,30
H3,DOMESTICO RESIDENCIAL,0.5,CICASA MMD-15 S,702,7,10,30
H3,DOMESTICO RESIDENCIAL,0.5,CICASA MMD-15 S,702,8,10,30
H3,DOMESTICO RESIDENCIAL,0.5,CICASA MMD-15 S,702,9,10,30
H3,DOMESTICO RESIDENCIAL,0.5,CICASA MMD-15 S,702,10,10,30
H3,DOMESTICO RESIDENCIAL,0.5,CICASA MMD-15 S,702,11,10,30
H3,DOMESTICO RESIDENCIAL,0.5,CICASA MMD-15 S,702,12,10,30
H3,DOMESTICO RESIDENCIAL,0.5,CICASA MMD-15 S,702,1,11,30
H3,DOMESTICO RESIDENCIAL,0.5,CICASA MMD-15 S,702,2,11,30
H3,DOMESTICO RESIDENCIAL,0.5,CICASA MMD-15 S,702,3,11,29
H3,DOMESTICO RESIDENCIAL,0.5,CICASA MMD-15 S,702,4,11,7
H3,DOMESTICO RESIDENCIAL,0.5,CICASA MMD-15 S,702,5,11,18
H3,DOMESTICO RESIDENCIAL,0.5,CICASA MMD-15 S,702,6,11,20
H3,DOMESTICO RESIDENCIAL,0.5,CICASA MMD-15 S,702,7,11,23
H3,DOMESTICO RESIDENCIAL,0.5,CICASA MMD-15 S,702,8,11,15
H3,DOMESTICO RESIDENCIAL,0.5,CICASA MMD-15 S,702,9,11,19
H3,DOMESTICO RESIDENCIAL,0.5,CICASA MMD-15 S,702,10,11,15
H3,DOMESTICO RESIDENCIAL,0.5,CICASA MMD-15 S,702,11,11,15
H3,DOMESTICO RESIDENCIAL,0.5,CICASA MMD-15 S,702,12,11,15
H3,DOMESTICO RESIDENCIAL,0.5,CICASA MMD-15 S,702,1,12,7
H3,DOMESTICO RESIDENCIAL,0.5,CICASA MMD-15 S,702,2,12,8
H3,DOMESTICO RESIDENCIAL,0.5,CICASA MMD-15 S,702,3,12,11
H3,DOMESTICO RESIDENCIAL,0.5,CICASA MMD-15 S,702,4,12,10
H3,DOMESTICO RESIDENCIAL,0.5,CICASA MMD-15 S,702,5,12,11
H3,DOMESTICO RESIDENCIAL,0.5,CICASA MMD-15 S,702,6,12,14
H3,DOMESTICO RESIDENCIAL,0.5,CICASA MMD-15 S,702,7,12,18
H3,DOMESTICO RESIDENCIAL,0.5,CICASA MMD-15 S,702,8,12,18
H3,DOMESTICO RESIDENCIAL,0.5,CICASA MMD-15 S,702,9,12,13
H3,DOMESTICO RESIDENCIAL,0.5,CICASA MMD-15 S,702,10,12,9
H3,DOMESTICO RESIDENCIAL,0.5,CICASA MMD-15 S,702,11,12,9
H3,DOMESTICO RESIDENCIAL,0.5,CICASA MMD-15 S,702,12,12,4
H3,DOMESTICO RESIDENCIAL,0.5,CICASA MMD-15 S,702,1,13,1
H3,DOMESTICO RESIDENCIAL,0.5,CICASA MMD-15 S,702,2,13,6
H3,DOMESTICO RESIDENCIAL,0.5,CICASA MMD-15 S,702,3,13,1
H3,DOMESTICO RESIDENCIAL,0.5,CICASA MMD-15 S,702,4,13,1
H3,DOMESTICO RESIDENCIAL,0.5,CICASA MMD-15 S,702,5,13,9
H3,DOMESTICO RESIDENCIAL,0.5,CICASA MMD-15 S,702,6,13,9
H3,DOMESTICO RESIDENCIAL,0.5,CICASA MMD-15 S,702,7,13,2
H3,DOMESTICO RESIDENCIAL,0.5,CICASA MMD-15 S,702,8,13,1
H3,DOMESTICO RESIDENCIAL,0.5,CICASA MMD-15 S,702,9,13,3
H3,DOMESTICO RESIDENCIAL,0.5,CICASA MMD-15 S,702,10,13,14
H3,DOMESTICO RESIDENCIAL,0.5,CICASA MMD-15 S,702,11,13,4
H3,DOMESTICO RESIDENCIAL,0.5,CICASA MMD-15 S,702,12,13,0
H3,DOMESTICO RESIDENCIAL,0.5,CICASA MMD-15 S,702,1,14,1
H3,DOMESTICO RESIDENCIAL,0.5,CICASA MMD-15 S,702,2,14,1
H3,DOMESTICO RESIDENCIAL,0.5,CICASA MMD-15 S,702,3,14,1
H3,DOMESTICO RESIDENCIAL,0.5,CICASA MMD-15 S,702,4,14,1
H3,DOMESTICO RESIDENCIAL,0.5,CICASA MMD-15 S,702,5,14,6
H3,DOMESTICO RESIDENCIAL,0.5,CICASA MMD-15 S,702,6,14,8
H3,DOMESTICO RESIDENCIAL,0.5,CICASA MMD-15 S,702,7,14,8
H3,DOMESTICO RESIDENCIAL,0.5,CICASA MMD-15 S,702,8,14,10
H3,DOMESTICO RESIDENCIAL,0.5,CICASA MMD-15 S,702,9,14,10
H3,DOMESTICO RESIDENCIAL,0.5,CICASA MMD-15 S,702,10,14,9
H3,DOMESTICO RESIDENCIAL,0.5,CICASA MMD-15 S,702,11,14,11
H3,DOMESTICO RESIDENCIAL,0.5,CICASA MMD-15 S,702,12,14,8
H3,DOMESTICO RESIDENCIAL,0.5,CICASA MMD-15 S,702,1,15,10
H3,DOMESTICO RESIDENCIAL,0.5,CICASA MMD-15 S,702,2,15,8
H3,DOMESTICO RESIDENCIAL,0.5,CICASA MMD-15 S,702,3,15,14
H3,DOMESTICO RESIDENCIAL,0.5,CICASA MMD-15 S,702,4,15,15
H3,DOMESTICO RESIDENCIAL,0.5,CICASA MMD-15 S,702,5,15,26
H3,DOMESTICO RESIDENCIAL,0.5,CICASA MMD-15 S,702,6,15,27
H3,DOMESTICO RESIDENCIAL,0.5,CICASA MMD-15 S,702,7,15,29
H3,DOMESTICO RESIDENCIAL,0.5,CICASA MMD-15 S,702,8,15,22
H3,DOMESTICO RESIDENCIAL,0.5,CICASA MMD-15 S,702,9,15,27
H3,DOMESTICO RESIDENCIAL,0.5,CICASA MMD-15 S,702,10,15,26
H3,DOMESTICO RESIDENCIAL,0.5,CICASA MMD-15 S,702,11,15,33
H3,DOMESTICO RESIDENCIAL,0.5,CICASA MMD-15 S,702,12,15,32
H3,DOMESTICO RESIDENCIAL,0.5,CICASA MMD-15 S,271,1,9,20
H3,DOMESTICO RESIDENCIAL,0.5,CICASA MMD-15 S,271,2,9,20
H3,DOMESTICO RESIDENCIAL,0.5,CICASA MMD-15 S,271,3,9,20
H3,DOMESTICO RESIDENCIAL,0.5,CICASA MMD-15 S,271,4,9,20
H3,DOMESTICO RESIDENCIAL,0.5,CICASA MMD-15 S,271,5,9,20
H3,DOMESTICO RESIDENCIAL,0.5,CICASA MMD-15 S,271,6,9,20
H3,DOMESTICO RESIDENCIAL,0.5,CICASA MMD-15 S,271,7,9,20
H3,DOMESTICO RESIDENCIAL,0.5,CICASA MMD-15 S,271,8,9,20
H3,DOMESTICO RESIDENCIAL,0.5,CICASA MMD-15 S,271,9,9,20
H3,DOMESTICO RESIDENCIAL,0.5,CICASA MMD-15 S,271,10,9,20
H3,DOMESTICO RESIDENCIAL,0.5,CICASA MMD-15 S,271,11,9,20
H3,DOMESTICO RESIDENCIAL,0.5,CICASA MMD-15 S,271,12,9,20
H3,DOMESTICO RESIDENCIAL,0.5,CICASA MMD-15 S,271,1,10,20
H3,DOMESTICO RESIDENCIAL,0.5,CICASA MMD-15 S,271,2,10,20
H3,DOMESTICO RESIDENCIAL,0.5,CICASA MMD-15 S,271,3,10,20
H3,DOMESTICO RESIDENCIAL,0.5,CICASA MMD-15 S,271,4,10,10
H3,DOMESTICO RESIDENCIAL,0.5,CICASA MMD-15 S,271,5,10,10
H3,DOMESTICO RESIDENCIAL,0.5,CICASA MMD-15 S,271,6,10,10
H3,DOMESTICO RESIDENCIAL,0.5,CICASA MMD-15 S,271,7,10,10
H3,DOMESTICO RESIDENCIAL,0.5,CICASA MMD-15 S,271,8,10,10
H3,DOMESTICO RESIDENCIAL,0.5,CICASA MMD-15 S,271,9,10,10
H3,DOMESTICO RESIDENCIAL,0.5,CICASA MMD-15 S,271,10,10,10
H3,DOMESTICO RESIDENCIAL,0.5,CICASA MMD-15 S,271,11,10,10
H3,DOMESTICO RESIDENCIAL,0.5,CICASA MMD-15 S,271,12,10,10
H3,DOMESTICO RESIDENCIAL,0.5,CICASA MMD-15 S,271,1,11,20
H3,DOMESTICO RESIDENCIAL,0.5,CICASA MMD-15 S,271,2,11,20
H3,DOMESTICO RESIDENCIAL,0.5,CICASA MMD-15 S,271,3,11,4
H3,DOMESTICO RESIDENCIAL,0.5,CICASA MMD-15 S,271,4,11,1
H3,DOMESTICO RESIDENCIAL,0.5,CICASA MMD-15 S,271,5,11,4
H3,DOMESTICO RESIDENCIAL,0.5,CICASA MMD-15 S,271,6,11,2
H3,DOMESTICO RESIDENCIAL,0.5,CICASA MMD-15 S,271,7,11,3
H3,DOMESTICO RESIDENCIAL,0.5,CICASA MMD-15 S,271,8,11,5
H3,DOMESTICO RESIDENCIAL,0.5,CICASA MMD-15 S,271,9,11,3
H3,DOMESTICO RESIDENCIAL,0.5,CICASA MMD-15 S,271,10,11,2
H3,DOMESTICO RESIDENCIAL,0.5,CICASA MMD-15 S,271,11,11,3
H3,DOMESTICO RESIDENCIAL,0.5,CICASA MMD-15 S,271,12,11,2
H3,DOMESTICO RESIDENCIAL,0.5,CICASA MMD-15 S,271,1,12,2
H3,DOMESTICO RESIDENCIAL,0.5,CICASA MMD-15 S,271,2,12,2
H3,DOMESTICO RESIDENCIAL,0.5,CICASA MMD-15 S,271,3,12,2
H3,DOMESTICO RESIDENCIAL,0.5,CICASA MMD-15 S,271,4,12,2
H3,DOMESTICO RESIDENCIAL,0.5,CICASA MMD-15 S,271,5,12,2
H3,DOMESTICO RESIDENCIAL,0.5,CICASA MMD-15 S,271,6,12,1
H3,DOMESTICO RESIDENCIAL,0.5,CICASA MMD-15 S,271,7,12,1
H3,DOMESTICO RESIDENCIAL,0.5,CICASA MMD-15 S,271,8,12,1
H3,DOMESTICO RESIDENCIAL,0.5,CICASA MMD-15 S,271,9,12,1
H3,DOMESTICO RESIDENCIAL,0.5,CICASA MMD-15 S,271,10,12,1
H3,DOMESTICO RESIDENCIAL,0.5,CICASA MMD-15 S,271,11,12,1
H3,DOMESTICO RESIDENCIAL,0.5,CICASA MMD-15 S,271,12,12,0
H3,DOMESTICO RESIDENCIAL,0.5,CICASA MMD-15 S,271,1,13,0
H3,DOMESTICO RESIDENCIAL,0.5,CICASA MMD-15 S,271,2,13,10
H3,DOMESTICO RESIDENCIAL,0.5,CICASA MMD-15 S,271,3,13,0
H3,DOMESTICO RESIDENCIAL,0.5,CICASA MMD-15 S,271,4,13,10
H3,DOMESTICO RESIDENCIAL,0.5,CICASA MMD-15 S,271,5,13,9
H3,DOMESTICO RESIDENCIAL,0.5,CICASA MMD-15 S,271,6,13,18
H3,DOMESTICO RESIDENCIAL,0.5,CICASA MMD-15 S,271,7,13,11
H3,DOMESTICO RESIDENCIAL,0.5,CICASA MMD-15 S,271,8,13,18
H3,DOMESTICO RESIDENCIAL,0.5,CICASA MMD-15 S,271,9,13,19
H3,DOMESTICO RESIDENCIAL,0.5,CICASA MMD-15 S,271,10,13,9
H3,DOMESTICO RESIDENCIAL,0.5,CICASA MMD-15 S,271,11,13,5
H3,DOMESTICO RESIDENCIAL,0.5,CICASA MMD-15 S,271,12,13,2
H3,DOMESTICO RESIDENCIAL,0.5,CICASA MMD-15 S,271,1,14,10
H3,DOMESTICO RESIDENCIAL,0.5,CICASA MMD-15 S,271,2,14,0
H3,DOMESTICO RESIDENCIAL,0.5,CICASA MMD-15 S,271,3,14,7
H3,DOMESTICO RESIDENCIAL,0.5,CICASA MMD-15 S,271,4,14,7
H3,DOMESTICO RESIDENCIAL,0.5,CICASA MMD-15 S,271,5,14,7
H3,DOMESTICO RESIDENCIAL,0.5,CICASA MMD-15 S,271,6,14,6
H3,DOMESTICO RESIDENCIAL,0.5,CICASA MMD-15 S,271,7,14,19
H3,DOMESTICO RESIDENCIAL,0.5,CICASA MMD-15 S,271,8,14,8
H3,DOMESTICO RESIDENCIAL,0.5,CICASA MMD-15 S,271,9,14,6
H3,DOMESTICO RESIDENCIAL,0.5,CICASA MMD-15 S,271,10,14,2
H3,DOMESTICO RESIDENCIAL,0.5,CICASA MMD-15 S,271,11,14,1
H3,DOMESTICO RESIDENCIAL,0.5,CICASA MMD-15 S,271,12,14,6
H3,DOMESTICO RESIDENCIAL,0.5,CICASA MMD-15 S,271,1,15,0
H3,DOMESTICO RESIDENCIAL,0.5,CICASA MMD-15 S,271,2,15,0
H3,DOMESTICO RESIDENCIAL,0.5,CICASA MMD-15 S,271,3,15,0
H3,DOMESTICO RESIDENCIAL,0.5,CICASA MMD-15 S,271,4,15,7
H3,DOMESTICO RESIDENCIAL,0.5,CICASA MMD-15 S,271,5,15,7
H3,DOMESTICO RESIDENCIAL,0.5,CICASA MMD-15 S,271,6,15,8
H3,DOMESTICO RESIDENCIAL,0.5,CICASA MMD-15 S,271,7,15,5
H3,DOMESTICO RESIDENCIAL,0.5,CICASA MMD-15 S,271,8,15,7
H3,DOMESTICO RESIDENCIAL,0.5,CICASA MMD-15 S,271,9,15,16
H3,DOMESTICO RESIDENCIAL,0.5,CICASA MMD-15 S,271,10,15,7
H3,DOMESTICO RESIDENCIAL,0.5,CICASA MMD-15 S,271,11,15,7
H3,DOMESTICO RESIDENCIAL,0.5,CICASA MMD-15 S,271,12,15,4
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,486,1,9,9
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,486,2,9,12
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,486,3,9,13
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,486,4,9,13
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,486,5,9,22
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,486,6,9,21
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,486,7,9,19
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,486,8,9,20
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,486,9,9,22
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,486,10,9,18
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,486,11,9,15
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,486,12,9,12
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,486,1,10,17
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,486,2,10,16
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,486,3,10,16
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,486,4,10,15
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,486,5,10,14
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,486,6,10,15
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,486,7,10,15
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,486,8,10,15
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,486,9,10,14
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,486,10,10,14
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,486,11,10,14
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,486,12,10,14
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,486,1,11,14
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,486,2,11,13
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,486,3,11,13
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,486,4,11,13
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,486,5,11,13
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,486,6,11,13
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,486,7,11,13
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,486,8,11,12
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,486,9,11,12
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,486,10,11,12
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,486,11,11,12
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,486,12,11,12
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,486,1,12,10
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,486,2,12,9
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,486,3,12,10
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,486,4,12,9
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,486,5,12,8
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,486,6,12,8
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,486,7,12,8
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,486,8,12,8
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,486,9,12,8
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,486,10,12,7
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,486,11,12,6
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,486,12,12,6
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,486,1,13,10
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,486,2,13,0
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,486,3,13,11
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,486,4,13,10
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,486,5,13,18
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,486,6,13,18
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,486,7,13,19
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,486,8,13,25
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,486,9,13,28
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,486,10,13,24
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,486,11,13,25
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,486,12,13,12
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,486,1,14,13
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,486,2,14,16
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,486,3,14,12
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,486,4,14,20
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,486,5,14,13
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,486,6,14,28
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,486,7,14,23
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,486,8,14,23
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,486,9,14,30
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,486,10,14,16
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,486,11,14,26
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,486,12,14,12
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,486,1,15,16
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,486,2,15,16
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,486,3,15,14
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,486,4,15,25
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,486,5,15,17
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,486,6,15,36
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,486,7,15,34
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,486,8,15,39
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,486,9,15,52
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,486,10,15,33
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,486,11,15,27
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,486,12,15,27
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,199,1,9,14
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,199,2,9,14
